,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Furnishing,Total Area,Covered Area
1190, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1191, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1192, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1193, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1194, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1195, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1196, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1197, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 3, 3, 4, 2, Serviced," ₦2,500,000 per annum", ,,,
1198, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1199, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1200, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1201, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1202, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1203, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1204, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1205, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1206, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1207, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1208, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1209, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1210, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1211, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1212, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1213, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1214, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1215, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1216, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1217, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1218, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 3, 3, 4, 1, Serviced," ₦800,000 per annum", , Furnished, 400 sqm, 280 sqm
1219, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1220, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1221, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1222, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1223, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1224, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1225, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1226, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1227, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1228, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1229, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1230, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1231, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1232, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1233, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1234, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1235, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1236, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1237, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1238, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1239, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available,,, 5, 30, Serviced," ₦240,000 per annum", , Furnished,,
1240, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1241, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1242, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1243, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1244, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1245, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1246, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1247, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1248, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1249, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1250, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1251, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1252, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1253, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1254, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1255, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1256, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1257, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1258, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1259, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1260, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
1261, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1262, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1263, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1264, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1265, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1266, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1267, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1268, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1269, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1270, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1271, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1272, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1273, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1274, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1275, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1276, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1277, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1278, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1279, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1280, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1281, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
1282, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1283, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1284, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1285, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1286, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1287, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1288, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1289, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1290, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1291, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1292, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1293, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1294, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1295, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1296, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1297, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1298, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1299, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1300, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
1301, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
1302, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
1303, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
1304, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
1305, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1306, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
1307, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
1308, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
1309, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
1310, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
1311, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1312, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1313, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
1314, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
1315, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
1316, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
1317, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
1318, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
1319, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
1320, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
1321, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
