,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,   ,Servicing,Service Charge,Furnishing,Total Area,Covered Area
763, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
764, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
765, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
766, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
767, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
768, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
769, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
770, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
771, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
772, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
773, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
774, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
775, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
776, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
777, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
778, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
779, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
780, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
781, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
782, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
783, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
784, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
785, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
786, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
787, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
788, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
789, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
790, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
791, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
792, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
793, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
794, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
795, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
796, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
797, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
798, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,, ,,,,,
799, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
800, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
801, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
802, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
803, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
804, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
805, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
806, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
807, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
808, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
809, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
810, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
811, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
812, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
813, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
814, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
815, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
816, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
817, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
818, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
819, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
820, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
821, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
822, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
823, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
824, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
825, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
826, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
827, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
828, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
829, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
830, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
831, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
832, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
833, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
834, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
835, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
836, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
837, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
838, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
839, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
840, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
841, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
842, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
843, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
844, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
845, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
846, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
847, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
848, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
849, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
850, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
851, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
852, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
853, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
854, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
855, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
856, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
857, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
858, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
859, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
860, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
861, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
862, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
863, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
864, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
865, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
866, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
867, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
868, per annum,"3,000,000", Flat / Apartment," Oniru Estate, Oniru, Victoria Island (VI), Lagos", 1311391, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,015,000 per annum",,,
869, per annum,"2,700,000", Flat / Apartment," Glory Court Estate, Omole Phase 1, Ikeja, Lagos", 1311390, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
870, per annum,"8,000,000", Semi-detached Duplex," Sonibare Estate , Ikeja Gra Extension, Ikeja GRA, Ikeja, Lagos", 1311378, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 5,, Serviced," ₦2,500,000 per annum", Furnished,,
871, per annum,"20,000,000", Detached Duplex," By Governors Lodges., Asokoro District, Abuja", 1311386, 06 May 2022, 06 May 2022, Available, 8, 8, 9,, ,,,,,
872, per annum,"5,000,000", Detached Duplex," Oral Estate, Lekki, Lagos", 1311377, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 4,,,,,,
873, per annum,"6,000,000", House," Adeniyi Jones, Ikeja, Lagos", 1311368, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
874, per annum,"1,100,000", Mini Flat (Room and Parlour)," Ikate Elegushi, Lekki, Lagos", 1311365, 06 May 2022, 06 May 2022, Available, 1,,,,,,,,,
875, per annum,"400,000", Self Contain (Single Rooms)," Therra Zone Peace Estate, Sangotedo, Ajah, Lagos", 1311364, 06 May 2022, 06 May 2022, Available,, 4, 4,, ,,,,,
876, per annum,"3,000,000", Flat / Apartment," Chevron Drive, Lekki Phase 2, Lekki, Lagos", 1311362, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
877, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1311352, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 5,,,,,,
878, per annum,"3,000,000", Flat / Apartment," Bera Estate, Lekki, Lagos", 1311348, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 3,,,,,,
879, per annum,"12,000,000", Flat / Apartment," Ikoyi Lagos Nigeria, Ikoyi, Lagos", 1311340, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 15, ,,,," 3,000 sqm"," 1,500 sqm"
880, per annum,"1,700,000", Self Contain (Single Rooms)," Jakande By Salem Bus Stop, Lekki, Lagos", 1311332, 06 May 2022, 06 May 2022, Available,, 1, 1, 1, , Serviced," ₦25,000 per month",,,
881, per annum,"6,500,000", Terraced Duplex," Ikeja GRA, Ikeja, Lagos", 1311331, 06 May 2022, 06 May 2022, Available, 3, 3, 4,, ,,,,,
882, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
883, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
884, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
885, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
886, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
887, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
888, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
889, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
890, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
891, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
892, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
893, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
894, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
895, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
896, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
897, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
898, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
899, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
900, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
901, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
902, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
903, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,, ,,,,,
904, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
905, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
906, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
907, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
908, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
909, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
910, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
911, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
912, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
913, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
914, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
915, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
916, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
917, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
