,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Parking Spaces,Bedrooms,Bathrooms,Toilets,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
296, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
297, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
298, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
299, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
300, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
301, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
302, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
303, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
304, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
305, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
306, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
307, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
308, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
309, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
310, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
311, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
312, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
313, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
314, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
315, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available,, 5, 5, 6,,, ,,,
316, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
317, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
318, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
319, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
320, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
321, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
322, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
323, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
324, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
325, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
326, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
327, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
328, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
329, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
330, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
331, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
332, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
333, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
334, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
335, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
336, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
337, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
338, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
339, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
340, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
341, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
342, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
343, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
344, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
345, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
346, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
347, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
348, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
349, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
350, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
351, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
352, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
353, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
354, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
355, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
356, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
357, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, Serviced," ₦240,000 per annum", ,,, Furnished
358, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
359, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
360, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
361, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
362, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
363, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
364, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
365, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
366, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
367, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
368, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
369, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
370, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
371, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
372, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
373, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
374, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
375, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
376, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
377, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
378, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 2, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
379, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
380, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
381, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
382, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
383, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
384, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
385, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
386, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
387, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
388, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
389, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
390, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
391, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
392, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
393, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
394, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
395, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
396, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
397, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
398, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
399, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
400, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
401, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
402, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
403, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
404, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
405, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
406, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
407, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
408, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
409, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
410, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
411, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
412, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
413, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
414, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
415, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
416, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
417, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
418, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
419, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
420, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available,, 5, 5, 6,,, ,,,
421, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
422, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
423, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
424, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
425, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
426, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
427, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
428, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
429, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
430, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
431, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
432, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
433, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
434, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
435, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
436, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
437, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
438, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
439, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
440, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
441, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available, 120,,,,,,,,,
442, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
443, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
444, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
445, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
446, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
447, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
