,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Parking Spaces,Bedrooms,Bathrooms,Toilets,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
900, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
901, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
902, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
903, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 2, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
904, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
905, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
906, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
907, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
908, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
909, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
910, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
911, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
912, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
913, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
914, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
915, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
916, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
917, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
918, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
919, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
920, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
921, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
922, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
923, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
