,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Bedrooms,Total Area,Covered Area,Furnishing
728, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
729, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
730, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
731, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
732, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
733, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
734, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
735, per annum,"8,000,000", Detached Duplex," Harmony Enclave, Adeniyi Jones, Ikeja, Lagos", 1293751, 18 Apr 2022, 18 Apr 2022, Available,, 6,,,, , 5,,,
736, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
737, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
738, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
739, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
740, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
741, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
742, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
743, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
744, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
745, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
746, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
747, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
748, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
749, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
750, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
751, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
752, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
753, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
754, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
755, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
756, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303784, 28 Apr 2022, 04 May 2022, Available, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,,
757, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
758, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
759, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
760, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
761, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
762, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
763, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
764, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
765, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
766, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
767, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
768, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
769, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
770, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
771, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
772, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
773, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
774, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
775, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
776, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
777, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 3, 4, 1, Serviced," ₦800,000 per annum", , 3, 400 sqm, 280 sqm, Furnished
778, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
779, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
780, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
781, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
782, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
783, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
784, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
785, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
786, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
787, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
788, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
789, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
790, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
791, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
792, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
793, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
794, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
795, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
796, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
797, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
798, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303784, 28 Apr 2022, 04 May 2022, Available, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,,
799, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
800, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
801, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
802, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
803, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
804, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
805, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
806, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
807, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
808, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
809, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
810, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
811, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
812, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
813, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
814, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
815, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
816, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
817, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
818, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
819, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 6,,,, , 5,,,
820, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
821, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
822, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
823, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
824, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
825, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
826, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
827, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
828, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
829, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
830, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
831, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
832, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
833, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
834, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
835, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
836, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
837, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
838, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
839, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
840, per annum,"900,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303787, 28 Apr 2022, 04 May 2022, Available, 1, 1,, Serviced," ₦150,000 per annum",,,,,
841, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
842, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
843, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
844, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
845, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
846, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
847, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
848, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
849, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
850, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
851, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
852, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
853, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
854, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦840,000 per month", , 4,,,
855, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 5, 2, Serviced,, , 4,,,
856, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
857, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced,, , 4,,,
858, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available, 2, 3, 2, Serviced,,,,,,
859, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 5, 4, Serviced,, , 4,,,
860, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced,, , 3,,,
861, per annum,"800,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303779, 28 Apr 2022, 04 May 2022, Available, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,,
862, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 5, 5,,,, 4,,,
863, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 5, 5, 3, Serviced," ₦40,000 per month", , 4,,,
864, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 5, 5,, Serviced," ₦500,000 ", , 4,,,
865, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available, 2, 2, 1, Serviced," ₦11,000 per annum",,, 600 sqm, 500 sqm,
866, per annum,"700,000", Mini Flat (Room and Parlour)," Lekkischeme2, Ajah, Lagos", 1310303, 05 May 2022, 05 May 2022, Available, 1, 1, 1,,,, 1,,,
867, per annum,"6,000,000", Terraced Duplex," Lekki, Lekki Phase 1, Lekki, Lagos", 1310284, 05 May 2022, 05 May 2022, Available, 4, 5,, Serviced," ₦1,000,000 per annum", , 4,,,
868, per annum,"3,000,000", Semi-detached Duplex," Crown Estate Sangotedo, Ajah, Lekki, Lagos", 1310283, 05 May 2022, 05 May 2022, Available, 5, 6,, Serviced,,, 5,,,
869, per annum,"800,000", Flat / Apartment," Lakowe, Ibeju Lekki, Lagos", 1310277, 05 May 2022, 05 May 2022, Available, 2, 3, 2, Serviced," ₦78,000 per annum", , 2,,,
870, per annum,"15,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229185, 16 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦3,500,000 per annum", , 4,,,
871, per annum,"350,000", Mini Flat (Room and Parlour)," Ologede Estate, New Garage, Ibadan, Oyo", 1292334, 16 Apr 2022, 05 May 2022, Available, 1, 1, 5,,,, 1,,,
872, per annum,"20,000,000", Semi-detached Duplex," Banana Island, Ikoyi, Lagos", 1229922, 17 Feb 2022, 05 May 2022, Available, 4, 5, 3, Serviced," ₦2,500,000 per annum", , 4,,,
873, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 5, 2, Serviced," ₦5,000,000 per annum", , 4,,,
874, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 4, 2, Serviced," ₦3,500,000 ", , 3,,,
